,Date,Time,Open,High,Low,Close,Volume
400,2014-5-5,00:00:00,438.587999,444.4,425.5999,432.389,5435
401,2014-5-6,00:00:00,431.6,435.39,419.4,429.7,6965
402,2014-5-7,00:00:00,430.0,453.6,424.2487,440.43,11189
403,2014-5-8,00:00:00,440.0,450.59,437.69,438.5,3456
404,2014-5-9,00:00:00,438.2,456.6,438.2,454.0,3062
405,2014-5-10,00:00:00,453.99,459.65,448.2,456.09,3674
406,2014-5-11,00:00:00,456.11,458.4,430.0,437.97,10720
407,2014-5-12,00:00:00,437.45,442.0,431.8,440.0,3450
408,2014-5-13,00:00:00,440.0,440.9,434.01,438.81,2044
409,2014-5-14,00:00:00,438.81,448.0,438.47,445.0,3104
410,2014-5-15,00:00:00,444.03,451.4,444.0,447.58,1648
411,2014-5-16,00:00:00,447.58,453.0,443.4,448.6,1707
412,2014-5-17,00:00:00,448.6,450.0,446.83,449.03,907
413,2014-5-18,00:00:00,449.04,449.11,445.5,447.4,773
414,2014-5-19,00:00:00,447.6,448.5,444.1,447.0,1423
415,2014-5-20,00:00:00,446.89,498.68,446.0,491.35,21176
416,2014-5-21,00:00:00,490.62,501.0,489.5,494.99,7206
417,2014-5-22,00:00:00,495.0,530.0,492.25,528.85,17215
418,2014-5-23,00:00:00,528.85,544.78,521.11,523.57,16725
419,2014-5-24,00:00:00,523.61,529.75,514.25,528.0,4544
420,2014-5-25,00:00:00,528.92,586.0,528.92,573.99,32267
421,2014-5-26,00:00:00,574.55,593.3,566.21,586.0,16378
422,2014-5-27,00:00:00,586.69,597.3,551.0,576.08,18029
423,2014-5-28,00:00:00,573.6,583.5,565.0,578.77,7636
424,2014-5-29,00:00:00,580.0,583.0,563.0,569.5,7828
425,2014-5-30,00:00:00,569.85,630.0,569.85,621.0,23195
426,2014-5-31,00:00:00,620.9,629.0,610.02,626.21,7149
427,2014-6-1,00:00:00,627.01,680.0,618.01,626.42,34401
428,2014-6-2,00:00:00,631.97,679.8,615.0,667.11,21044
429,2014-6-3,00:00:00,667.78,685.0,652.16,674.0,19813
430,2014-6-4,00:00:00,670.84,672.97,620.0,642.0,27560
431,2014-6-5,00:00:00,642.0,672.0,641.0,660.9,9921
432,2014-6-6,00:00:00,660.99,664.94,646.8,649.39,5622
433,2014-6-7,00:00:00,649.35,659.4,637.01,657.21,6596
434,2014-6-8,00:00:00,657.21,664.5,652.5,658.7,3644
435,2014-6-9,00:00:00,658.7,661.99,639.06,650.3,6794
436,2014-6-10,00:00:00,650.3,672.0,646.0,657.0,6898
437,2014-6-11,00:00:00,657.0,666.5,635.11,637.6,11459
438,2014-6-12,00:00:00,637.6,647.0,575.2,597.99,28947
439,2014-6-13,00:00:00,596.43,620.97,592.11,605.0,15003
440,2014-6-14,00:00:00,605.2,606.98,522.15,570.27,25862
441,2014-6-15,00:00:00,570.26,595.1,540.0,593.89,14771
442,2014-6-16,00:00:00,593.61,612.0,582.1,591.1,13617
443,2014-6-17,00:00:00,592.35,619.0,591.1,613.4,8784
444,2014-6-18,00:00:00,613.4,619.6,601.5,608.1,6071
445,2014-6-19,00:00:00,608.6,611.99,592.9,597.3,5343
446,2014-6-20,00:00:00,596.06,598.28,582.37,592.0,8688
447,2014-6-21,00:00:00,592.0,599.91,583.5,595.5,4122
448,2014-6-22,00:00:00,596.9,615.0,595.5,603.4,4720
449,2014-6-23,00:00:00,603.39,604.19,580.11,591.57,5269
450,2014-6-24,00:00:00,591.02,597.79,580.0,580.56,5497
451,2014-6-25,00:00:00,580.65,584.99,560.53,566.75,9323
452,2014-6-26,00:00:00,566.75,584.0,562.9,581.98,6271
453,2014-6-27,00:00:00,581.99,604.9,575.03,604.0,7343
454,2014-6-28,00:00:00,604.0,607.21,593.89,596.1,5725
455,2014-6-29,00:00:00,596.1,607.0,593.37,601.95,3131
456,2014-6-30,00:00:00,601.95,647.99,598.4,640.79,21938
457,2014-7-1,00:00:00,642.26,665.0,636.1,641.34,19408
458,2014-7-2,00:00:00,641.35,662.0,640.14,654.61,8406
459,2014-7-3,00:00:00,653.5,654.0,636.24,644.0,5822
460,2014-7-4,00:00:00,644.0,648.66,629.3,632.11,6661
461,2014-7-5,00:00:00,632.58,638.4,627.7,631.88,3071
462,2014-7-6,00:00:00,631.59,644.69,630.38,637.38,3423
463,2014-7-7,00:00:00,637.76,639.76,616.73,621.45,5581
464,2014-7-8,00:00:00,620.31,629.85,617.51,625.36,2633
465,2014-7-9,00:00:00,625.11,632.99,620.13,624.47,3451
466,2014-7-10,00:00:00,623.24,626.55,608.43,615.84,5265
467,2014-7-11,00:00:00,615.84,636.4,615.84,636.0,4243
468,2014-7-12,00:00:00,636.2,642.79,630.0,636.31,3924
469,2014-7-13,00:00:00,636.7,638.21,626.36,629.49,2662
470,2014-7-14,00:00:00,629.6,630.25,616.8,619.17,4206
471,2014-7-15,00:00:00,619.15,627.99,618.57,620.8,3856
472,2014-7-16,00:00:00,620.11,622.5,611.21,616.48,3489
473,2014-7-17,00:00:00,616.48,627.5,613.0,622.51,2888
474,2014-7-18,00:00:00,622.52,633.6,616.96,630.8,5082
475,2014-7-19,00:00:00,630.8,632.1,625.6,629.3,1205
476,2014-7-20,00:00:00,626.77,628.23,620.36,624.0,1267
477,2014-7-21,00:00:00,624.0,624.95,616.8,620.01,2269
478,2014-7-22,00:00:00,620.0,623.17,617.5,618.54,1715
479,2014-7-23,00:00:00,618.56,620.9,616.21,619.0,1218
480,2014-7-24,00:00:00,619.0,619.99,591.4,603.98,9491
481,2014-7-25,00:00:00,602.43,608.0,592.5,600.47,3966
482,2014-7-26,00:00:00,600.6,600.6,589.0,593.82,4782
483,2014-7-27,00:00:00,593.9,599.78,590.1,591.55,3012
484,2014-7-28,00:00:00,591.5,592.0,572.0,583.5,11443
485,2014-7-29,00:00:00,584.86,590.0,577.11,583.0,4189
486,2014-7-30,00:00:00,583.04,583.98,561.55,565.99,7353
487,2014-7-31,00:00:00,566.0,590.0,561.47,580.0,12006
488,2014-8-1,00:00:00,579.49,605.72,579.1,594.6,9475
489,2014-8-2,00:00:00,594.6,596.6,585.0,587.6,2552
490,2014-8-3,00:00:00,587.61,589.0,578.13,585.71,2765
491,2014-8-4,00:00:00,587.0,595.0,581.22,586.6,2981
492,2014-8-5,00:00:00,587.21,588.77,579.0,582.94,3861
493,2014-8-6,00:00:00,582.94,586.3,574.01,581.36,4059
494,2014-8-7,00:00:00,582.87,592.7,576.5,586.8,5960
495,2014-8-8,00:00:00,586.82,598.88,586.81,590.6,3293
496,2014-8-9,00:00:00,590.61,591.0,584.19,589.98,1530
497,2014-8-10,00:00:00,588.61,594.49,583.31,588.61,1871
498,2014-8-11,00:00:00,587.97,588.7,567.02,572.51,7910
499,2014-8-12,00:00:00,573.32,578.8,562.51,569.54,7128
500,2014-8-13,00:00:00,569.52,571.4,525.0,547.3,18291
501,2014-8-14,00:00:00,546.25,546.5,451.0,510.98,41053
502,2014-8-15,00:00:00,509.99,519.5,478.0,496.39,21465
503,2014-8-16,00:00:00,496.39,523.11,484.5,519.01,16083
504,2014-8-17,00:00:00,519.54,522.43,484.82,497.4,14636
505,2014-8-18,00:00:00,497.57,512.3,443.0,467.04,40767
506,2014-8-19,00:00:00,467.95,492.61,462.9,487.0,24978
507,2014-8-20,00:00:00,487.24,521.89,464.0,511.0,30184
508,2014-8-21,00:00:00,510.61,534.89,510.6,517.47,18019
509,2014-8-22,00:00:00,518.24,525.0,503.7,514.13,11590
510,2014-8-23,00:00:00,514.42,515.58,491.52,499.5,10062
511,2014-8-24,00:00:00,498.85,517.7,495.71,510.82,5627
512,2014-8-25,00:00:00,511.41,511.41,497.55,501.76,7322
513,2014-8-26,00:00:00,501.49,517.47,497.75,513.34,11257
514,2014-8-27,00:00:00,512.3,522.8,508.1,508.35,7706
515,2014-8-28,00:00:00,508.3,514.77,503.86,505.87,5016
516,2014-8-29,00:00:00,505.87,513.99,498.8,508.52,5130
517,2014-8-30,00:00:00,508.34,508.37,495.5,499.15,4190
518,2014-8-31,00:00:00,499.08,500.27,471.65,477.81,15267
519,2014-9-1,00:00:00,477.84,484.9,471.01,472.6,8211
520,2014-9-2,00:00:00,472.97,484.0,468.82,475.45,10046
521,2014-9-3,00:00:00,475.46,479.9,472.99,474.14,3382
522,2014-9-4,00:00:00,474.14,497.24,473.1,489.68,10077
523,2014-9-5,00:00:00,489.69,491.42,478.1,481.9,5171
524,2014-9-6,00:00:00,480.62,486.9,480.1,482.61,1895
525,2014-9-7,00:00:00,483.08,487.1,479.88,479.88,2079
526,2014-9-8,00:00:00,479.88,480.9,464.22,471.1,15855
527,2014-9-9,00:00:00,471.16,479.7,463.0,473.06,9376
528,2014-9-10,00:00:00,473.09,489.99,472.0,478.12,8880
529,2014-9-11,00:00:00,478.1,480.6,472.2,477.38,5113
530,2014-9-12,00:00:00,477.04,477.98,467.0,474.37,3458
531,2014-9-13,00:00:00,474.34,483.93,472.86,478.69,7980
532,2014-9-14,00:00:00,478.69,481.56,475.33,476.5,3122
533,2014-9-15,00:00:00,477.12,480.3,474.77,474.77,5564
534,2014-9-16,00:00:00,474.77,475.5,462.11,466.5,5830
535,2014-9-17,00:00:00,466.65,467.75,451.6,458.3,10015
536,2014-9-18,00:00:00,457.8,458.3,408.8,424.99,40114
537,2014-9-19,00:00:00,425.0,431.92,381.5,393.3,33491
538,2014-9-20,00:00:00,392.99,426.3,385.5,408.4,30699
539,2014-9-21,00:00:00,408.4,414.14,392.23,399.21,19190
540,2014-9-22,00:00:00,400.03,411.2,397.67,404.99,9473
541,2014-9-23,00:00:00,404.23,447.11,392.15,438.65,38518
542,2014-9-24,00:00:00,438.01,440.28,422.0,424.51,14395
543,2014-9-25,00:00:00,424.51,426.97,402.33,409.86,15002
544,2014-9-26,00:00:00,409.67,415.0,396.2,404.01,10998
545,2014-9-27,00:00:00,404.03,409.04,393.2,399.8,6922
546,2014-9-28,00:00:00,399.8,402.9,365.0,376.7,19564
547,2014-9-29,00:00:00,375.93,386.56,368.0,373.64,21469
548,2014-9-30,00:00:00,373.64,398.7,370.0,387.0,16885
549,2014-10-1,00:00:00,386.93,391.18,377.0,383.63,10108
550,2014-10-2,00:00:00,382.72,385.52,367.8,371.39,11897
551,2014-10-3,00:00:00,371.39,376.86,355.0,359.74,21055
552,2014-10-4,00:00:00,358.93,367.05,321.5,328.25,38757
553,2014-10-5,00:00:00,327.36,346.69,275.0,319.9,84131
554,2014-10-6,00:00:00,319.9,346.89,301.0,327.56,56244
555,2014-10-7,00:00:00,327.59,340.0,317.0,335.97,28419
556,2014-10-8,00:00:00,335.97,354.87,323.85,352.9,33148
557,2014-10-9,00:00:00,353.0,387.13,347.14,364.0,58819
558,2014-10-10,00:00:00,363.98,379.74,351.15,359.1,31262
559,2014-10-11,00:00:00,359.1,368.5,351.0,360.66,16673
560,2014-10-12,00:00:00,361.01,382.46,351.86,378.05,20912
561,2014-10-13,00:00:00,378.05,399.89,368.24,391.2,42724
562,2014-10-14,00:00:00,391.5,414.42,391.5,399.0,47243
563,2014-10-15,00:00:00,399.0,402.68,384.7,394.2,29541
564,2014-10-16,00:00:00,394.2,400.0,370.21,381.6,30085
565,2014-10-17,00:00:00,381.55,386.8,372.0,382.48,13829
566,2014-10-18,00:00:00,381.24,396.0,376.4,390.9,12031
567,2014-10-19,00:00:00,390.92,394.5,383.5,388.02,5349
568,2014-10-20,00:00:00,388.08,388.25,370.2,380.55,19178
569,2014-10-21,00:00:00,380.86,394.0,376.66,384.0,16265
570,2014-10-22,00:00:00,384.01,386.7,377.25,378.8,10618
571,2014-10-23,00:00:00,378.79,383.6,355.0,357.87,34871
572,2014-10-24,00:00:00,357.87,363.1,351.5,356.58,16557
573,2014-10-25,00:00:00,356.58,358.88,337.65,344.62,28960
574,2014-10-26,00:00:00,344.65,359.9,340.2,353.01,16080
575,2014-10-27,00:00:00,353.07,359.47,346.44,349.01,15239
576,2014-10-28,00:00:00,349.51,355.44,347.44,352.7,5062
577,2014-10-29,00:00:00,352.71,353.78,332.0,333.58,26472
578,2014-10-30,00:00:00,333.5,351.0,331.0,345.08,56553
579,2014-10-31,00:00:00,345.08,347.99,332.14,336.82,19727
580,2014-11-1,00:00:00,336.72,339.0,315.54,325.9,24974
581,2014-11-2,00:00:00,325.9,329.55,317.7,323.82,10099
582,2014-11-3,00:00:00,323.8,334.14,323.8,325.0,15218
583,2014-11-4,00:00:00,324.83,331.28,321.0,329.66,18823
584,2014-11-5,00:00:00,329.75,342.54,329.75,338.62,26963
585,2014-11-6,00:00:00,338.62,354.32,336.32,350.48,24873
586,2014-11-7,00:00:00,350.49,354.0,338.1,341.84,18854
587,2014-11-8,00:00:00,342.04,348.3,341.0,345.0,7334
588,2014-11-9,00:00:00,345.01,364.12,343.41,362.61,37906
589,2014-11-10,00:00:00,362.6,374.26,356.33,366.07,33065
590,2014-11-11,00:00:00,366.17,371.45,360.74,367.65,9279
591,2014-11-12,00:00:00,367.66,436.0,367.59,433.56,103874
592,2014-11-13,00:00:00,432.0,475.0,381.56,417.65,144950
593,2014-11-14,00:00:00,417.65,425.67,382.22,399.99,59088
594,2014-11-15,00:00:00,400.0,410.1,368.0,375.34,43985
595,2014-11-16,00:00:00,375.37,399.9,372.5,391.65,24666
596,2014-11-17,00:00:00,391.8,413.48,373.0,387.5,47132
597,2014-11-18,00:00:00,387.5,393.0,366.46,372.85,37172
598,2014-11-19,00:00:00,372.89,386.0,368.55,375.26,17154
599,2014-11-20,00:00:00,376.73,379.5,352.01,356.77,21885
600,2014-11-21,00:00:00,356.59,357.39,340.0,350.46,36251
601,2014-11-22,00:00:00,350.11,365.3,349.1,352.81,15563
602,2014-11-23,00:00:00,352.44,372.28,351.5,368.25,14133
603,2014-11-24,00:00:00,368.0,391.92,363.62,376.05,42068
604,2014-11-25,00:00:00,376.06,396.87,375.08,377.02,27192
605,2014-11-26,00:00:00,377.0,379.26,365.22,369.99,21003
606,2014-11-27,00:00:00,370.0,375.0,368.15,370.0,7049
607,2014-11-28,00:00:00,369.99,387.5,355.51,377.43,30530
608,2014-11-29,00:00:00,377.79,390.0,371.0,376.28,20412
609,2014-11-30,00:00:00,376.07,385.59,373.7,379.89,14311
610,2014-12-1,00:00:00,379.67,386.5,377.3,382.0,11947
611,2014-12-2,00:00:00,382.0,387.99,379.08,384.5,11192
612,2014-12-3,00:00:00,384.67,386.3,372.64,376.0,14324
613,2014-12-4,00:00:00,376.24,380.33,367.8,370.99,13242
614,2014-12-5,00:00:00,370.74,382.51,366.1,378.18,17780
615,2014-12-6,00:00:00,378.3,381.19,370.11,376.69,9095
616,2014-12-7,00:00:00,376.59,379.8,373.01,376.02,4911
617,2014-12-8,00:00:00,376.29,378.34,362.11,362.11,18445
618,2014-12-9,00:00:00,362.1,363.91,343.0,351.99,35819
619,2014-12-10,00:00:00,352.0,352.5,345.0,345.08,12333
620,2014-12-11,00:00:00,345.12,362.99,335.7,348.53,34756
621,2014-12-12,00:00:00,348.06,354.9,346.11,352.29,11747
622,2014-12-13,00:00:00,352.49,352.49,344.11,346.56,10150
623,2014-12-14,00:00:00,346.56,358.0,345.04,353.65,9209
624,2014-12-15,00:00:00,353.7,354.6,345.45,346.01,11205
625,2014-12-16,00:00:00,346.34,346.93,325.1,325.1,31193
626,2014-12-17,00:00:00,325.13,335.0,314.21,318.86,37507
627,2014-12-18,00:00:00,319.5,325.0,302.32,311.77,48437
628,2014-12-19,00:00:00,311.76,319.97,305.6,318.47,23129
629,2014-12-20,00:00:00,318.47,330.0,315.3,329.66,20230
630,2014-12-21,00:00:00,329.69,329.73,316.85,320.79,15844
631,2014-12-22,00:00:00,321.19,336.85,319.64,332.63,20417
632,2014-12-23,00:00:00,332.41,337.79,330.0,335.7,11857
633,2014-12-24,00:00:00,335.69,335.93,320.0,322.61,13880
634,2014-12-25,00:00:00,322.62,323.4,315.5,318.5,7461
635,2014-12-26,00:00:00,318.49,332.4,316.17,327.2,14115
636,2014-12-27,00:00:00,327.79,330.6,310.0,315.89,17451
637,2014-12-28,00:00:00,315.9,319.79,310.08,316.94,9755
638,2014-12-29,00:00:00,316.96,320.5,312.51,312.64,8180
639,2014-12-30,00:00:00,312.86,315.93,307.1,310.8,10131
640,2014-12-31,00:00:00,310.81,322.79,309.39,322.3,11799
641,2015-1-1,00:00:00,322.31,322.9,313.81,314.96,5178
642,2015-1-2,00:00:00,314.54,316.74,313.28,315.81,3834
643,2015-1-3,00:00:00,315.8,315.99,277.5,279.3,47448
644,2015-1-4,00:00:00,279.3,288.74,255.03,264.19,81205
645,2015-1-5,00:00:00,264.04,280.44,263.75,274.84,50869
646,2015-1-6,00:00:00,274.85,291.94,272.1,288.43,36115
647,2015-1-7,00:00:00,288.36,303.33,284.0,297.99,31046
648,2015-1-8,00:00:00,297.89,298.47,282.01,283.21,32664
649,2015-1-9,00:00:00,283.99,297.32,280.4,290.51,28829
650,2015-1-10,00:00:00,290.58,292.1,275.0,276.03,25031
651,2015-1-11,00:00:00,276.01,282.86,265.83,267.27,22815
652,2015-1-12,00:00:00,267.54,274.44,266.24,268.75,21418
653,2015-1-13,00:00:00,268.6,269.66,219.0,228.07,150459
654,2015-1-14,00:00:00,228.49,228.49,166.45,182.0,269565
655,2015-1-15,00:00:00,181.0,230.74,179.05,209.81,184371
656,2015-1-16,00:00:00,209.81,223.1,197.72,208.5,80331
657,2015-1-17,00:00:00,208.52,214.0,192.2,201.24,48913
658,2015-1-18,00:00:00,200.31,222.0,194.0,211.03,65568
659,2015-1-19,00:00:00,210.98,219.95,207.0,216.2,32438
660,2015-1-20,00:00:00,216.14,219.25,203.7,212.11,52169
661,2015-1-21,00:00:00,212.1,230.0,211.0,228.08,57794
662,2015-1-22,00:00:00,228.05,242.0,225.29,234.7,57343
663,2015-1-23,00:00:00,234.7,236.98,225.13,233.12,40153
664,2015-1-24,00:00:00,233.37,249.77,229.03,248.66,40097
665,2015-1-25,00:00:00,248.94,259.39,245.0,254.73,54049
666,2015-1-26,00:00:00,254.72,315.0,254.65,276.01,205992
667,2015-1-27,00:00:00,276.01,280.37,250.0,265.09,81712
668,2015-1-28,00:00:00,265.55,269.97,226.35,234.5,87045
669,2015-1-29,00:00:00,234.49,239.33,220.0,233.01,60109
670,2015-1-30,00:00:00,233.7,243.89,224.22,226.45,51257
671,2015-1-31,00:00:00,226.47,234.03,213.1,215.8,48929
672,2015-2-1,00:00:00,215.91,233.32,211.02,226.92,55663
673,2015-2-2,00:00:00,226.86,247.5,222.5,238.99,52340
674,2015-2-3,00:00:00,238.86,248.42,222.66,227.96,81380
675,2015-2-4,00:00:00,227.81,233.0,220.23,227.8,44328
676,2015-2-5,00:00:00,227.79,228.8,210.12,216.47,37869
677,2015-2-6,00:00:00,216.43,225.88,215.0,222.65,35652
678,2015-2-7,00:00:00,222.66,239.78,222.66,228.8,35471
679,2015-2-8,00:00:00,228.8,232.9,221.1,223.85,26127
680,2015-2-9,00:00:00,224.13,225.98,215.33,220.48,48175
681,2015-2-10,00:00:00,220.48,223.88,214.0,220.87,29287
682,2015-2-11,00:00:00,220.75,224.4,218.1,219.8,19279
683,2015-2-12,00:00:00,219.8,223.2,217.8,222.39,19995
684,2015-2-13,00:00:00,222.56,242.5,221.46,236.13,68319
685,2015-2-14,00:00:00,235.8,261.3,235.51,257.0,80559
686,2015-2-15,00:00:00,257.01,268.54,228.2,235.88,103145
687,2015-2-16,00:00:00,235.34,243.65,228.62,233.5,47236
688,2015-2-17,00:00:00,233.5,246.28,231.5,244.0,40898
689,2015-2-18,00:00:00,243.82,244.99,231.01,236.26,39347
690,2015-2-19,00:00:00,236.27,243.42,234.97,240.0,23847
691,2015-2-20,00:00:00,240.2,248.98,238.95,244.5,31341
692,2015-2-21,00:00:00,244.51,247.73,243.28,245.54,16187
693,2015-2-22,00:00:00,245.53,247.78,232.1,236.5,33576
694,2015-2-23,00:00:00,236.5,241.0,232.61,239.4,23852
695,2015-2-24,00:00:00,239.33,240.99,236.7,239.73,16615
696,2015-2-25,00:00:00,239.95,240.83,235.53,237.99,13529
697,2015-2-26,00:00:00,237.98,238.33,233.62,236.93,18687
698,2015-2-27,00:00:00,236.93,262.8,236.64,255.05,69855
699,2015-2-28,00:00:00,255.06,257.4,251.25,255.7,17286
700,2015-3-1,00:00:00,255.7,266.91,245.65,262.4,47597
701,2015-3-2,00:00:00,262.47,279.61,258.98,277.41,67168
702,2015-3-3,00:00:00,277.3,294.0,267.04,283.75,81226
703,2015-3-4,00:00:00,283.8,285.99,267.0,273.33,71521
704,2015-3-5,00:00:00,272.92,284.99,262.0,277.69,66108
705,2015-3-6,00:00:00,277.69,279.75,268.8,273.36,40276
706,2015-3-7,00:00:00,273.27,280.76,270.55,276.97,22856
707,2015-3-8,00:00:00,276.98,278.68,271.61,275.59,13853
708,2015-3-9,00:00:00,275.58,295.0,275.01,291.0,62908
709,2015-3-10,00:00:00,291.04,303.96,289.03,292.62,67389
710,2015-3-11,00:00:00,292.64,298.75,291.0,296.6,25811
711,2015-3-12,00:00:00,296.52,298.8,291.04,295.55,27275
712,2015-3-13,00:00:00,295.52,295.91,282.13,283.18,46670
713,2015-3-14,00:00:00,283.18,287.6,281.36,282.6,23011
714,2015-3-15,00:00:00,282.54,287.8,281.59,286.9,13427
715,2015-3-16,00:00:00,286.71,295.2,286.45,291.22,22313
716,2015-3-17,00:00:00,291.24,292.9,281.56,285.25,22235
717,2015-3-18,00:00:00,285.11,285.25,248.0,257.21,89923
718,2015-3-19,00:00:00,257.2,269.5,246.98,261.98,78451
719,2015-3-20,00:00:00,261.7,267.0,259.36,262.19,16197
720,2015-3-21,00:00:00,262.18,263.01,255.1,260.47,15082
721,2015-3-22,00:00:00,260.6,270.8,259.74,268.82,18263
722,2015-3-23,00:00:00,268.6,271.5,262.0,267.23,23532
723,2015-3-24,00:00:00,267.31,268.4,241.39,246.0,64117
724,2015-3-25,00:00:00,246.0,250.95,235.7,246.29,53254
725,2015-3-26,00:00:00,246.29,255.0,244.5,249.33,33260
726,2015-3-27,00:00:00,249.21,250.45,245.23,246.5,22731
727,2015-3-28,00:00:00,246.5,255.96,246.49,252.95,17724
728,2015-3-29,00:00:00,252.9,253.01,238.89,242.74,31825
729,2015-3-30,00:00:00,242.9,250.98,236.24,247.93,30725
730,2015-3-31,00:00:00,247.93,248.8,242.0,244.51,22340
731,2015-4-1,00:00:00,244.56,248.71,239.21,246.93,23555
732,2015-4-2,00:00:00,247.07,254.94,243.0,253.23,26215
733,2015-4-3,00:00:00,253.33,256.49,250.31,254.24,28294
734,2015-4-4,00:00:00,254.24,255.7,250.32,253.6,9458
735,2015-4-5,00:00:00,253.7,261.25,251.55,260.5,23998
736,2015-4-6,00:00:00,260.75,262.45,253.4,255.73,20821
737,2015-4-7,00:00:00,255.62,257.9,253.01,253.7,10602
738,2015-4-8,00:00:00,253.7,254.99,242.72,244.92,39627
739,2015-4-9,00:00:00,244.94,246.79,236.5,243.58,22642
740,2015-4-10,00:00:00,243.56,243.74,230.75,236.12,37332
741,2015-4-11,00:00:00,236.12,240.58,233.72,236.86,17745
742,2015-4-12,00:00:00,236.83,238.7,232.38,236.38,10100
743,2015-4-13,00:00:00,236.21,237.7,220.14,224.9,47137
744,2015-4-14,00:00:00,224.9,225.75,216.37,220.16,40768
745,2015-4-15,00:00:00,220.1,224.75,219.01,223.98,24034
746,2015-4-16,00:00:00,223.8,230.0,223.01,228.14,28949
747,2015-4-17,00:00:00,228.23,228.98,219.58,222.4,27060
748,2015-4-18,00:00:00,222.39,224.16,219.94,223.08,11898
749,2015-4-19,00:00:00,223.23,227.0,222.1,222.16,17571
750,2015-4-20,00:00:00,222.28,227.0,221.24,224.21,19932
751,2015-4-21,00:00:00,224.21,236.99,224.16,236.96,31768
752,2015-4-22,00:00:00,236.18,238.99,232.0,234.14,22065
753,2015-4-23,00:00:00,234.35,237.22,233.0,236.01,8848
754,2015-4-24,00:00:00,235.82,236.51,228.7,231.38,22481
755,2015-4-25,00:00:00,231.21,232.7,225.35,226.01,13390
756,2015-4-26,00:00:00,226.1,226.84,213.92,219.7,40909
757,2015-4-27,00:00:00,219.73,232.49,218.24,226.91,35237
758,2015-4-28,00:00:00,227.44,228.05,222.16,225.3,17189
759,2015-4-29,00:00:00,225.3,227.8,222.66,225.23,12204
760,2015-4-30,00:00:00,225.56,240.89,224.63,236.11,41361
761,2015-5-1,00:00:00,236.18,239.25,231.26,231.78,17016
762,2015-5-2,00:00:00,231.75,235.79,231.75,234.81,8932
763,2015-5-3,00:00:00,234.76,243.73,233.75,240.57,19159
764,2015-5-4,00:00:00,240.69,243.6,236.98,238.54,24658
765,2015-5-5,00:00:00,238.68,239.49,231.05,235.87,26115
766,2015-5-6,00:00:00,235.85,236.75,226.42,229.27,47524
767,2015-5-7,00:00:00,229.04,239.79,227.81,237.3,27216
768,2015-5-8,00:00:00,237.3,249.22,236.2,244.5,31065
769,2015-5-9,00:00:00,244.52,249.21,240.1,242.54,19372
770,2015-5-10,00:00:00,242.53,245.95,238.79,240.73,11933
771,2015-5-11,00:00:00,240.8,245.49,238.5,242.46,15989
772,2015-5-12,00:00:00,242.44,244.67,240.86,241.92,13639
773,2015-5-13,00:00:00,242.01,245.0,234.22,235.7,27912
774,2015-5-14,00:00:00,235.72,238.39,232.1,236.7,19130
775,2015-5-15,00:00:00,236.7,239.0,233.88,237.3,9526
776,2015-5-16,00:00:00,237.24,237.58,234.0,235.7,6100
777,2015-5-17,00:00:00,235.85,238.24,235.6,236.15,4806
778,2015-5-18,00:00:00,236.25,237.25,229.0,232.82,14181
779,2015-5-19,00:00:00,232.83,233.99,231.19,231.7,5868
780,2015-5-20,00:00:00,231.56,235.24,231.56,234.24,11419
781,2015-5-21,00:00:00,234.26,236.5,233.9,235.27,10508
782,2015-5-22,00:00:00,235.25,241.83,234.59,240.97,22839
783,2015-5-23,00:00:00,240.97,241.2,237.54,238.81,8514
784,2015-5-24,00:00:00,238.86,242.98,238.52,240.96,7277
785,2015-5-25,00:00:00,240.92,241.12,236.1,237.1,8684
786,2015-5-26,00:00:00,237.1,238.5,235.26,237.36,8818
787,2015-5-27,00:00:00,237.37,239.3,235.0,236.48,9190
788,2015-5-28,00:00:00,236.75,237.5,235.85,236.86,5791
789,2015-5-29,00:00:00,236.83,237.16,235.02,236.52,6839
790,2015-5-30,00:00:00,236.72,236.73,228.2,232.54,14770
791,2015-5-31,00:00:00,232.35,232.69,227.0,228.7,11657
792,2015-6-1,00:00:00,228.38,230.89,219.71,222.0,31722
793,2015-6-2,00:00:00,222.01,226.0,220.97,224.68,16451
794,2015-6-3,00:00:00,224.7,227.0,222.26,225.14,17205
795,2015-6-4,00:00:00,225.14,225.77,222.64,223.24,11211
796,2015-6-5,00:00:00,223.24,229.23,222.65,224.51,17603
797,2015-6-6,00:00:00,224.7,228.0,223.9,225.66,6830
798,2015-6-7,00:00:00,225.69,227.0,222.29,223.26,17255
799,2015-6-8,00:00:00,223.29,230.63,223.25,228.76,28828
800,2015-6-9,00:00:00,228.79,232.07,227.79,229.06,16389
801,2015-6-10,00:00:00,229.06,229.97,227.48,228.6,10773
802,2015-6-11,00:00:00,228.61,230.7,228.6,230.0,9540
803,2015-6-12,00:00:00,229.99,231.34,229.11,229.55,9752
804,2015-6-13,00:00:00,229.51,234.3,228.4,232.87,11058
805,2015-6-14,00:00:00,232.86,235.44,232.51,233.54,8262
806,2015-6-15,00:00:00,233.5,238.16,233.35,236.98,19153
807,2015-6-16,00:00:00,236.97,254.0,236.0,252.17,50864
808,2015-6-17,00:00:00,252.19,259.1,246.0,248.95,47507
809,2015-6-18,00:00:00,248.96,253.7,243.0,249.51,27557
810,2015-6-19,00:00:00,249.38,252.13,243.5,244.56,23929
