Date,Time,Open,High,Low,Close,Volume
2017-11-20,03:00:00,36.0,46.0,36.0,42.4,601
2017-11-20,04:00:00,43.89,43.89,41.73,42.2,243
2017-11-20,05:00:00,42.2,42.2,40.501,42.2,384
2017-11-20,06:00:00,41.0,41.0,39.0,40.798,167
2017-11-20,07:00:00,40.0,42.0,39.201,40.5,591
2017-11-20,08:00:00,40.75,41.0,38.5,40.9,1383
2017-11-20,09:00:00,40.0,42.2,40.0,40.85,902
2017-11-20,10:00:00,41.6,41.6,40.5,40.5,883
2017-11-20,11:00:00,40.5,41.6,40.0,40.5,322
2017-11-20,12:00:00,40.5,40.5,40.0,40.5,424
2017-11-20,13:00:00,41.0,42.5,40.02,42.5,1381
2017-11-20,14:00:00,42.5,42.998999999999995,39.196,41.0,3432
2017-11-20,15:00:00,41.0,42.0,40.5,41.001000000000005,444
2017-11-20,16:00:00,41.001999999999995,41.475,38.0,38.0,5684
2017-11-20,17:00:00,38.0,40.5,34.7,37.501999999999995,6130
2017-11-20,18:00:00,38.7,40.0,37.7,39.0,1092
2017-11-20,19:00:00,39.1,39.45,38.53,39.45,104
2017-11-20,20:00:00,39.4,39.9,38.6,38.65,189
2017-11-20,21:00:00,38.65,38.65,37.0,37.3,862
2017-11-20,22:00:00,37.3,37.49,36.010999999999996,36.05,2321
2017-11-20,23:00:00,36.062,37.2,35.1,35.582,2792
2017-11-21,00:00:00,35.582,36.39,34.2,35.0,3951
2017-11-21,01:00:00,35.0,36.9,35.0,36.9,2137
2017-11-21,02:00:00,36.9,36.9,35.28,35.28,636
2017-11-21,03:00:00,35.28,35.28,33.5,34.106,3868
2017-11-21,04:00:00,34.0,35.18,33.6,35.18,2019
2017-11-21,05:00:00,35.18,36.81,35.0,35.8,856
2017-11-21,06:00:00,36.15,37.178000000000004,35.188,36.296,919
2017-11-21,07:00:00,36.283,36.7,35.1,36.7,749
2017-11-21,08:00:00,36.996,37.0,36.996,36.998000000000005,1172
2017-11-21,09:00:00,36.998000000000005,37.19,35.580999999999996,37.19,1979
2017-11-21,10:00:00,37.498000000000005,37.499,36.3,36.5,230
2017-11-21,11:00:00,36.330999999999996,36.7,35.702,35.85,1135
2017-11-21,12:00:00,35.85,36.1,35.11,35.5,1550
2017-11-21,13:00:00,35.5,36.39,35.122,35.129,1761
2017-11-21,14:00:00,35.129,36.1,35.129,35.152,99
2017-11-21,15:00:00,36.099000000000004,36.89,35.301,35.301,804
2017-11-21,16:00:00,35.2,36.099000000000004,35.0,36.0,1873
2017-11-21,17:00:00,35.997,36.0,35.021,35.021,364
2017-11-21,18:00:00,35.111,35.15,34.5,34.61,1651
2017-11-21,19:00:00,34.8,34.801,34.65,34.65,425
2017-11-21,20:00:00,35.5,35.5,34.501,35.06,227
2017-11-21,21:00:00,35.06,35.58,34.351,35.58,145
2017-11-21,22:00:00,34.8,35.25,34.25,35.25,115
2017-11-21,23:00:00,35.0,35.0,35.0,35.0,0
2017-11-22,00:00:00,35.0,35.8,35.0,35.8,299
2017-11-22,01:00:00,35.76,35.76,35.010999999999996,35.010999999999996,15
2017-11-22,02:00:00,35.010999999999996,35.010999999999996,34.5,34.5,23
2017-11-22,03:00:00,35.0,35.0,34.586,35.0,28
2017-11-22,04:00:00,35.0,35.09,35.0,35.09,198
2017-11-22,05:00:00,35.09,36.7,35.09,36.689,787
2017-11-22,06:00:00,36.1,36.59,36.1,36.59,204
2017-11-22,07:00:00,36.58,36.689,36.0,36.0,263
2017-11-22,08:00:00,36.0,36.0,35.164,35.164,395
2017-11-22,09:00:00,35.164,35.164,35.164,35.164,0
2017-11-22,10:00:00,35.186,36.7,35.185,36.7,353
2017-11-22,11:00:00,35.311,37.3,35.311,36.0,663
2017-11-22,12:00:00,36.051,36.051,36.051,36.051,0
2017-11-22,13:00:00,36.998000000000005,36.999,35.9,35.9,175
2017-11-22,14:00:00,35.6,36.299,35.001,36.299,279
2017-11-22,15:00:00,36.299,37.0,36.299,37.0,312
2017-11-22,16:00:00,36.98,36.98,36.2,36.3,582
2017-11-22,17:00:00,36.879,36.88,36.3,36.879,197
2017-11-22,18:00:00,36.301,36.301,36.001999999999995,36.001999999999995,397
2017-11-22,19:00:00,36.003,36.98,36.001999999999995,36.98,150
2017-11-22,20:00:00,36.003,36.005,36.001999999999995,36.001999999999995,283
2017-11-22,21:00:00,36.001999999999995,36.001999999999995,35.5,35.5,830
2017-11-22,22:00:00,35.55,35.62,35.55,35.62,87
2017-11-22,23:00:00,35.65,35.65,35.005,35.005,406
2017-11-23,00:00:00,35.01,36.9,35.006,35.8,315
2017-11-23,01:00:00,35.801,35.801,35.8,35.8,5
2017-11-23,02:00:00,36.3,36.3,35.9,35.9,130
2017-11-23,03:00:00,35.96,36.426,35.434,35.434,678
2017-11-23,04:00:00,35.259,35.27,35.259,35.259,291
2017-11-23,05:00:00,35.259,36.0,35.259,36.0,686
2017-11-23,06:00:00,36.0,36.0,35.7,36.0,83
2017-11-23,07:00:00,35.7,36.196999999999996,35.3,35.7,745
2017-11-23,08:00:00,35.4,35.4,34.71,34.72,1063
2017-11-23,09:00:00,34.72,34.771,34.71,34.71,225
2017-11-23,10:00:00,34.71,36.426,34.1,34.11,2013
2017-11-23,11:00:00,34.115,35.4,34.114000000000004,35.3,56
2017-11-23,12:00:00,34.8,34.999,34.26,34.999,360
2017-11-23,13:00:00,35.0,35.0,34.0,34.001,600
2017-11-23,14:00:00,35.19,35.199,34.1,35.199,130
2017-11-23,15:00:00,35.196999999999996,35.199,34.121,34.5,512
2017-11-23,16:00:00,34.52,35.5,34.5,35.0,341
2017-11-23,17:00:00,35.003,35.94,35.003,35.213,645
